carb3_activity,process_set_id,process_id,duty_family,unit_id,default_share,sizing_basis,evidence_tier,provenance,confidence
Artificial Fibre Works,default,drawing_texturing,PHEAT,furnace_ht_elec,1.00000,duty_annual,assumed,"Incumbent fuel: the vectors [CARB3_EP] carries for (Artificial Fibre Works, default, drawing_texturing) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (single vector electricity), yielding electricity 1.00. The unit is the HTH-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions. FAMILY FALLBACK: no unit of duty family PHEAT is both eligible for (Artificial Fibre Works, drawing_texturing) and admitted by C10 (the heat grade cascade) at grade_rank 4, so the nearest family that is, HTH, is used. The food and drink worked example does the same thing, putting boiler_lt_gas (an LTH unit) on the SPC duty.",low
Artificial Fibre Works,default,spinning_hvac,REF,chiller_electric,1.00000,duty_annual,assumed,"Changed note 22 Task 10, 2026-09-25 from motor_elec, which makes motive_power, not cooling; the electric vector stays, and chiller_electric is the electric unit that makes cooling_0_15. Incumbent fuel: the vectors [CARB3_EP] carries for (Artificial Fibre Works, default, spinning_hvac) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (electricity-only duty), yielding electricity 1.00. The unit is the MOT-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions. FAMILY FALLBACK: no unit of duty family REF is both eligible for (Artificial Fibre Works, spinning_hvac) and admitted by C10 (the heat grade cascade) at grade_rank none, so the nearest family that is, MOT, is used. The food and drink worked example does the same thing, putting boiler_lt_gas (an LTH unit) on the SPC duty.",low
Artificial Fibre Works,default,compressed_air,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Artificial Fibre Works, compressed_air) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Artificial Fibre Works,default,site_services,SPC,boiler_spc_gas,1.00000,duty_annual,assumed,"Incumbent fuel: the vectors [CARB3_EP] carries for (Artificial Fibre Works, default, site_services) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (single vector gas), yielding gas 1.00. The unit is the SPC-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions. C10 CONFLICT: this unit's grade_out is 1 and the duty's grade_rank is 2, so C10 (the heat grade cascade) would drop it from U_q at load and the optimiser could not build it. NO unit in unit.csv satisfies both eligibility and C10 for this duty. Asserted because spec section 3.16 forbids a blank row (every duty is served today); recorded so the coordinator can fix one side. See DONE_default_unit.md.",low
Artificial Fibre Works,default,site_services,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Artificial Fibre Works, site_services) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Asphalt Plant,default,cold_feed_conveying,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Asphalt Plant, cold_feed_conveying) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Asphalt Plant,default,aggregate_drying_heating,DRY,dryer_direct_gas,1.00000,duty_annual,derived,"Incumbent fuel: the vectors [CARB3_EP] carries for (Asphalt Plant, default, aggregate_drying_heating) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (ECUK Table U4 2024 Other industries / DRY), yielding gas 0.94, oil 0.06. The unit is the DRY-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions.",medium
Asphalt Plant,default,screening_mixing,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Asphalt Plant, screening_mixing) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Asphalt Plant,default,bitumen_storage_heating,PHEAT,furnace_ht_gas,1.00000,duty_annual,assumed,"Incumbent fuel: the vectors [CARB3_EP] carries for (Asphalt Plant, default, bitumen_storage_heating) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (ECUK Table U4 2024 Other industries / HTH), yielding gas 0.93, oil 0.07. The unit is the HTH-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions. NO ELIGIBILITY ROW for the incumbent fuel: unit_eligibility.csv offers no unit at (Asphalt Plant, bitumen_storage_heating) that burns the fuel this process actually uses, only electric ones. An electric resistance heater is not a 2024 incumbent, so the library's own unit for that family and fuel is named instead. The gap is in unit_eligibility.csv. See DONE_default_unit.md. FAMILY FALLBACK: no unit of duty family PHEAT is both eligible for (Asphalt Plant, bitumen_storage_heating) and admitted by C10 (the heat grade cascade) at grade_rank 4, so the nearest family that is, HTH, is used. The food and drink worked example does the same thing, putting boiler_lt_gas (an LTH unit) on the SPC duty.",low
Asphalt Plant,default,exhaust_baghouse,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Asphalt Plant, exhaust_baghouse) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Asphalt Plant,default,loadout_storage,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Asphalt Plant, loadout_storage) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Asphalt Plant,default,mobile_plant,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Asphalt Plant, mobile_plant) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed. NO ELIGIBILITY ROW: unit_eligibility.csv has no entry for (Asphalt Plant, mobile_plant) that this duty could use, so spec section 3.16's eligibility precondition is not met and a strict validator will reject this row. The unit named is the correct incumbent on the physics; the gap is in unit_eligibility.csv, not here. See DONE_default_unit.md.",low
Asphalt Plant,default,site_services,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Asphalt Plant, site_services) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Beet Sugar Factory,default,beet_reception_preparation,MOT,motor_elec,1.00000,duty_annual,assumed,"Only plausible incumbent: motor_elec is the sole MOT-family unit in unit.csv and is eligible for (Beet Sugar Factory, beet_reception_preparation) in unit_eligibility.csv. [CARB3_WE_FOOD] section 1.12 asserts the same unit on the same duty family at evidence_tier assumed.",medium
Beet Sugar Factory,default,extraction_diffusion,LTH,boiler_lt_gas,1.00000,duty_annual,derived,"Incumbent fuel: the vectors [CARB3_EP] carries for (Beet Sugar Factory, default, extraction_diffusion) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (single vector gas), yielding gas 1.00. The unit is the LTH-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions.",medium
Beet Sugar Factory,default,lime_kiln,HTH,furnace_ht_coal,1.00000,duty_annual,assumed,"Incumbent fuel: the vectors [CARB3_EP] carries for (Beet Sugar Factory, default, lime_kiln) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (single vector coal), yielding coal 1.00. The unit is the HTH-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions. NO ELIGIBILITY ROW: unit_eligibility.csv has no entry for (Beet Sugar Factory, lime_kiln) that this duty could use, so spec section 3.16's eligibility precondition is not met and a strict validator will reject this row. The unit named is the correct incumbent on the physics; the gap is in unit_eligibility.csv, not here. See DONE_default_unit.md.",low
Beet Sugar Factory,default,evaporation,STM,chp_gas_ccgt,0.23500,duty_annual,assumed,"[DUKES_7_4] ""Fuel used to generate heat"" by sector, 2024, divided by [ECUK_2025_U4] Table U4, 2024, ""Low temperature process - total"" plus ""Drying / separation - total"" for the same sector, both at 1 ktoe = 11.63 GWh. DUKES sector ""Food, beverages and tobacco"": 5156.2 GWh / (1886.4 ktoe x 11.63 GWh/ktoe = 21938.8 GWh) = 0.235. The activity maps to that sector through carb3_comit_crosswalk.csv (COMIT sector ""Food & drink""). This is a FUEL-basis ratio, not a delivered-heat ratio: a CHP delivers less heat per unit of fuel than a boiler, so the share of the DELIVERED duty is lower than this. DUKES publishes no per-duty or per-site share, which is why the denominator is the sector's whole low-grade heat end use. NO ELIGIBILITY ROW for the incumbent fuel: unit_eligibility.csv offers no unit at (Beet Sugar Factory, evaporation) that burns the fuel this process actually uses, only electric ones. An electric resistance heater is not a 2024 incumbent, so the library's own unit for that family and fuel is named instead. The gap is in unit_eligibility.csv. See DONE_default_unit.md.",low
Beet Sugar Factory,default,evaporation,STM,boiler_lt_gas,0.76500,duty_annual,assumed,"Residual of the [DUKES_7_4]/[ECUK_2025_U4] CHP share on this duty (1 - 0.235). Boilers serve what the CHP does not. Fuel vectors present from [CARB3_EP] for (Beet Sugar Factory, default, evaporation); the split between them from [ECUK_2025_U4] (single vector gas). NO ELIGIBILITY ROW for the incumbent fuel: unit_eligibility.csv offers no unit at (Beet Sugar Factory, evaporation) that burns the fuel this process actually uses, only electric ones. An electric resistance heater is not a 2024 incumbent, so the library's own unit for that family and fuel is named instead. The gap is in unit_eligibility.csv. See DONE_default_unit.md.",low
Beet Sugar Factory,default,crystallisation_sugar_house,STM,chp_gas_ccgt,0.23500,duty_annual,sector_statistic,"[DUKES_7_4] ""Fuel used to generate heat"" by sector, 2024, divided by [ECUK_2025_U4] Table U4, 2024, ""Low temperature process - total"" plus ""Drying / separation - total"" for the same sector, both at 1 ktoe = 11.63 GWh. DUKES sector ""Food, beverages and tobacco"": 5156.2 GWh / (1886.4 ktoe x 11.63 GWh/ktoe = 21938.8 GWh) = 0.235. The activity maps to that sector through carb3_comit_crosswalk.csv (COMIT sector ""Food & drink""). This is a FUEL-basis ratio, not a delivered-heat ratio: a CHP delivers less heat per unit of fuel than a boiler, so the share of the DELIVERED duty is lower than this. DUKES publishes no per-duty or per-site share, which is why the denominator is the sector's whole low-grade heat end use.",medium
Beet Sugar Factory,default,crystallisation_sugar_house,STM,boiler_lt_gas,0.76500,duty_annual,assumed,"Residual of the [DUKES_7_4]/[ECUK_2025_U4] CHP share on this duty (1 - 0.235). Boilers serve what the CHP does not. Fuel vectors present from [CARB3_EP] for (Beet Sugar Factory, default, crystallisation_sugar_house); the split between them from [ECUK_2025_U4] (single vector gas). NO ELIGIBILITY ROW: unit_eligibility.csv offers no boiler at all for (Beet Sugar Factory, crystallisation_sugar_house) - only CHP units - so a CHP would have to be its own residual. The boiler named is the library default; the gap is in unit_eligibility.csv. See DONE_default_unit.md.",low
Beet Sugar Factory,default,pulp_pressing_drying,DRY,dryer_direct_gas,1.00000,duty_annual,derived,"Incumbent fuel: the vectors [CARB3_EP] carries for (Beet Sugar Factory, default, pulp_pressing_drying) say which fuels this process uses; [ECUK_2025_U4] gives the split between them (single vector gas), yielding gas 1.00. The unit is the DRY-family variant burning that carrier. The energy profile's energy_share sums to 1.00 down PROCESSES PER VECTOR, so its values are not comparable across vectors and are not used as proportions.",medium
