unit_id,host_unit_id,provenance,confidence
ccs_amine_coal_chp,kiln_dry_wdf,"[CARB3_LINEAGE] comit_technology_lineage.csv: this train's COMIT bundle is a dry-kiln-plus-capture row (ICMKLNMCQ01, ""Dry kiln with coal CHP and MEA CCS""). The kiln half of that bundle is ICMKLND01 ""Dry kiln, best available technology (BAT)"", which D13 fanned out to kiln_dry_coal;kiln_dry_gas;kiln_dry_wdf;kiln_dry_oil, so all four are hosts. kiln_calcium_looping_coal is excluded: ICMKLNCLQ01 is integrated capture and unit.csv keeps it a converter, so a bolt-on train on it would double-count. kiln_fluidbed_wdf is excluded: ICMKLNWST02 is a different device, not the dry kiln the bundle names",high
ccs_amine_coal_chp,kiln_dry_oil,"[CARB3_LINEAGE] comit_technology_lineage.csv: this train's COMIT bundle is a dry-kiln-plus-capture row (ICMKLNMCQ01, ""Dry kiln with coal CHP and MEA CCS""). The kiln half of that bundle is ICMKLND01 ""Dry kiln, best available technology (BAT)"", which D13 fanned out to kiln_dry_coal;kiln_dry_gas;kiln_dry_wdf;kiln_dry_oil, so all four are hosts. kiln_calcium_looping_coal is excluded: ICMKLNCLQ01 is integrated capture and unit.csv keeps it a converter, so a bolt-on train on it would double-count. kiln_fluidbed_wdf is excluded: ICMKLNWST02 is a different device, not the dry kiln the bundle names",high
ccs_oxyfuel,kiln_dry_coal,"[CARB3_LINEAGE] comit_technology_lineage.csv: this train's COMIT bundle is a dry-kiln-plus-capture row (ICMKLNOXQ01, ""BAT kiln full oxyfuel (CCS)""). The kiln half of that bundle is ICMKLND01 ""Dry kiln, best available technology (BAT)"", which D13 fanned out to kiln_dry_coal;kiln_dry_gas;kiln_dry_wdf;kiln_dry_oil, so all four are hosts. kiln_calcium_looping_coal is excluded: ICMKLNCLQ01 is integrated capture and unit.csv keeps it a converter, so a bolt-on train on it would double-count. kiln_fluidbed_wdf is excluded: ICMKLNWST02 is a different device, not the dry kiln the bundle names",high
ccs_oxyfuel,kiln_dry_gas,"[CARB3_LINEAGE] comit_technology_lineage.csv: this train's COMIT bundle is a dry-kiln-plus-capture row (ICMKLNOXQ01, ""BAT kiln full oxyfuel (CCS)""). The kiln half of that bundle is ICMKLND01 ""Dry kiln, best available technology (BAT)"", which D13 fanned out to kiln_dry_coal;kiln_dry_gas;kiln_dry_wdf;kiln_dry_oil, so all four are hosts. kiln_calcium_looping_coal is excluded: ICMKLNCLQ01 is integrated capture and unit.csv keeps it a converter, so a bolt-on train on it would double-count. kiln_fluidbed_wdf is excluded: ICMKLNWST02 is a different device, not the dry kiln the bundle names",high
ccs_oxyfuel,kiln_dry_wdf,"[CARB3_LINEAGE] comit_technology_lineage.csv: this train's COMIT bundle is a dry-kiln-plus-capture row (ICMKLNOXQ01, ""BAT kiln full oxyfuel (CCS)""). The kiln half of that bundle is ICMKLND01 ""Dry kiln, best available technology (BAT)"", which D13 fanned out to kiln_dry_coal;kiln_dry_gas;kiln_dry_wdf;kiln_dry_oil, so all four are hosts. kiln_calcium_looping_coal is excluded: ICMKLNCLQ01 is integrated capture and unit.csv keeps it a converter, so a bolt-on train on it would double-count. kiln_fluidbed_wdf is excluded: ICMKLNWST02 is a different device, not the dry kiln the bundle names",high
ccs_oxyfuel,kiln_dry_oil,"[CARB3_LINEAGE] comit_technology_lineage.csv: this train's COMIT bundle is a dry-kiln-plus-capture row (ICMKLNOXQ01, ""BAT kiln full oxyfuel (CCS)""). The kiln half of that bundle is ICMKLND01 ""Dry kiln, best available technology (BAT)"", which D13 fanned out to kiln_dry_coal;kiln_dry_gas;kiln_dry_wdf;kiln_dry_oil, so all four are hosts. kiln_calcium_looping_coal is excluded: ICMKLNCLQ01 is integrated capture and unit.csv keeps it a converter, so a bolt-on train on it would double-count. kiln_fluidbed_wdf is excluded: ICMKLNWST02 is a different device, not the dry kiln the bundle names",high
ccs_oxyfuel_partial,kiln_dry_coal,"[CARB3_LINEAGE] comit_technology_lineage.csv: this train's COMIT bundle is a dry-kiln-plus-capture row (ICMKLNPOQ01, ""Partial oxyfuel dry kiln with CCS""). The kiln half of that bundle is ICMKLND01 ""Dry kiln, best available technology (BAT)"", which D13 fanned out to kiln_dry_coal;kiln_dry_gas;kiln_dry_wdf;kiln_dry_oil, so all four are hosts. kiln_calcium_looping_coal is excluded: ICMKLNCLQ01 is integrated capture and unit.csv keeps it a converter, so a bolt-on train on it would double-count. kiln_fluidbed_wdf is excluded: ICMKLNWST02 is a different device, not the dry kiln the bundle names",high
ccs_oxyfuel_partial,kiln_dry_gas,"[CARB3_LINEAGE] comit_technology_lineage.csv: this train's COMIT bundle is a dry-kiln-plus-capture row (ICMKLNPOQ01, ""Partial oxyfuel dry kiln with CCS""). The kiln half of that bundle is ICMKLND01 ""Dry kiln, best available technology (BAT)"", which D13 fanned out to kiln_dry_coal;kiln_dry_gas;kiln_dry_wdf;kiln_dry_oil, so all four are hosts. kiln_calcium_looping_coal is excluded: ICMKLNCLQ01 is integrated capture and unit.csv keeps it a converter, so a bolt-on train on it would double-count. kiln_fluidbed_wdf is excluded: ICMKLNWST02 is a different device, not the dry kiln the bundle names",high
ccs_oxyfuel_partial,kiln_dry_wdf,"[CARB3_LINEAGE] comit_technology_lineage.csv: this train's COMIT bundle is a dry-kiln-plus-capture row (ICMKLNPOQ01, ""Partial oxyfuel dry kiln with CCS""). The kiln half of that bundle is ICMKLND01 ""Dry kiln, best available technology (BAT)"", which D13 fanned out to kiln_dry_coal;kiln_dry_gas;kiln_dry_wdf;kiln_dry_oil, so all four are hosts. kiln_calcium_looping_coal is excluded: ICMKLNCLQ01 is integrated capture and unit.csv keeps it a converter, so a bolt-on train on it would double-count. kiln_fluidbed_wdf is excluded: ICMKLNWST02 is a different device, not the dry kiln the bundle names",high
ccs_oxyfuel_partial,kiln_dry_oil,"[CARB3_LINEAGE] comit_technology_lineage.csv: this train's COMIT bundle is a dry-kiln-plus-capture row (ICMKLNPOQ01, ""Partial oxyfuel dry kiln with CCS""). The kiln half of that bundle is ICMKLND01 ""Dry kiln, best available technology (BAT)"", which D13 fanned out to kiln_dry_coal;kiln_dry_gas;kiln_dry_wdf;kiln_dry_oil, so all four are hosts. kiln_calcium_looping_coal is excluded: ICMKLNCLQ01 is integrated capture and unit.csv keeps it a converter, so a bolt-on train on it would double-count. kiln_fluidbed_wdf is excluded: ICMKLNWST02 is a different device, not the dry kiln the bundle names",high
ccs_amine_lime,lime_kiln_dry_gas,"[CARB3_LINEAGE] comit_technology_lineage.csv: this train's COMIT bundle is ILMKLNMNQ01 ""Dry kiln with natural gas CHP and MEA CCS"". The kiln half is ILMKLND01 ""Dry kiln, best available technology (BAT)"", whose d13_fan_out is lime_kiln_dry_gas;lime_kiln_dry_coal;lime_kiln_dry_wdf, so all three are hosts. lime_kiln_calcium_looping_coal (ILMKLNCLQ01, integrated capture) and lime_kiln_fluidbed_wdf (ILMKLNWST02, a different device) are excluded on the same grounds as the cement trains",high
ccs_amine_lime,lime_kiln_dry_coal,"[CARB3_LINEAGE] comit_technology_lineage.csv: this train's COMIT bundle is ILMKLNMNQ01 ""Dry kiln with natural gas CHP and MEA CCS"". The kiln half is ILMKLND01 ""Dry kiln, best available technology (BAT)"", whose d13_fan_out is lime_kiln_dry_gas;lime_kiln_dry_coal;lime_kiln_dry_wdf, so all three are hosts. lime_kiln_calcium_looping_coal (ILMKLNCLQ01, integrated capture) and lime_kiln_fluidbed_wdf (ILMKLNWST02, a different device) are excluded on the same grounds as the cement trains",high
ccs_amine_lime,lime_kiln_dry_wdf,"[CARB3_LINEAGE] comit_technology_lineage.csv: this train's COMIT bundle is ILMKLNMNQ01 ""Dry kiln with natural gas CHP and MEA CCS"". The kiln half is ILMKLND01 ""Dry kiln, best available technology (BAT)"", whose d13_fan_out is lime_kiln_dry_gas;lime_kiln_dry_coal;lime_kiln_dry_wdf, so all three are hosts. lime_kiln_calcium_looping_coal (ILMKLNCLQ01, integrated capture) and lime_kiln_fluidbed_wdf (ILMKLNWST02, a different device) are excluded on the same grounds as the cement trains",high
ccs_oxyfuel_lime,lime_kiln_dry_gas,"[CARB3_LINEAGE] comit_technology_lineage.csv: this train's COMIT bundle is ILMKLNOXQ01 ""BAT kiln full oxyfuel (CCS)"". The kiln half is ILMKLND01 ""Dry kiln, best available technology (BAT)"", whose d13_fan_out is lime_kiln_dry_gas;lime_kiln_dry_coal;lime_kiln_dry_wdf, so all three are hosts. lime_kiln_calcium_looping_coal (ILMKLNCLQ01, integrated capture) and lime_kiln_fluidbed_wdf (ILMKLNWST02, a different device) are excluded on the same grounds as the cement trains",high
ccs_oxyfuel_lime,lime_kiln_dry_coal,"[CARB3_LINEAGE] comit_technology_lineage.csv: this train's COMIT bundle is ILMKLNOXQ01 ""BAT kiln full oxyfuel (CCS)"". The kiln half is ILMKLND01 ""Dry kiln, best available technology (BAT)"", whose d13_fan_out is lime_kiln_dry_gas;lime_kiln_dry_coal;lime_kiln_dry_wdf, so all three are hosts. lime_kiln_calcium_looping_coal (ILMKLNCLQ01, integrated capture) and lime_kiln_fluidbed_wdf (ILMKLNWST02, a different device) are excluded on the same grounds as the cement trains",high
ccs_oxyfuel_lime,lime_kiln_dry_wdf,"[CARB3_LINEAGE] comit_technology_lineage.csv: this train's COMIT bundle is ILMKLNOXQ01 ""BAT kiln full oxyfuel (CCS)"". The kiln half is ILMKLND01 ""Dry kiln, best available technology (BAT)"", whose d13_fan_out is lime_kiln_dry_gas;lime_kiln_dry_coal;lime_kiln_dry_wdf, so all three are hosts. lime_kiln_calcium_looping_coal (ILMKLNCLQ01, integrated capture) and lime_kiln_fluidbed_wdf (ILMKLNWST02, a different device) are excluded on the same grounds as the cement trains",high
ccs_amine_hvc_elec,steam_cracker_elec,"[CARB3_LINEAGE] comit_technology_lineage.csv: bundle ICHHVCSCQE01 ""Electric Steam Cracker for high value Chemicals with CCS"" pairs with base row ICHHVCSCELEC01 ""Electric Steam Cracker for high value Chemicals"", which maps to steam_cracker_elec. One host, named by the bundle itself",high
ccs_amine_hvc_gas,steam_cracker_gas,"[CARB3_LINEAGE] comit_technology_lineage.csv: bundle ICHHVCSCQG01 ""Steam cracker with post-combustion CCS with natural gas boiler"" pairs with base row ICHHVCSCE01, which maps to steam_cracker_gas. JUDGEMENT: the two other combustion crackers, steam_cracker_naphtha (ICHHVCSCN01) and steam_cracker_byproduct (ICHHVCSCO01), are hosts too - a post-combustion train takes a flue gas and does not care which fossil fuel made it, exactly as the cement amine trains host all four dry kilns. steam_cracker_elec has no combustion flue gas and steam_cracker_hydrogen's releases water, so neither is a host",medium
ccs_amine_hvc_gas,steam_cracker_naphtha,"[CARB3_LINEAGE] comit_technology_lineage.csv: bundle ICHHVCSCQG01 ""Steam cracker with post-combustion CCS with natural gas boiler"" pairs with base row ICHHVCSCE01, which maps to steam_cracker_gas. JUDGEMENT: the two other combustion crackers, steam_cracker_naphtha (ICHHVCSCN01) and steam_cracker_byproduct (ICHHVCSCO01), are hosts too - a post-combustion train takes a flue gas and does not care which fossil fuel made it, exactly as the cement amine trains host all four dry kilns. steam_cracker_elec has no combustion flue gas and steam_cracker_hydrogen's releases water, so neither is a host",medium
ccs_amine_hvc_gas,steam_cracker_byproduct,"[CARB3_LINEAGE] comit_technology_lineage.csv: bundle ICHHVCSCQG01 ""Steam cracker with post-combustion CCS with natural gas boiler"" pairs with base row ICHHVCSCE01, which maps to steam_cracker_gas. JUDGEMENT: the two other combustion crackers, steam_cracker_naphtha (ICHHVCSCN01) and steam_cracker_byproduct (ICHHVCSCO01), are hosts too - a post-combustion train takes a flue gas and does not care which fossil fuel made it, exactly as the cement amine trains host all four dry kilns. steam_cracker_elec has no combustion flue gas and steam_cracker_hydrogen's releases water, so neither is a host",medium
ccs_amine_hvc_biomass,steam_cracker_gas,"[CARB3_LINEAGE] comit_technology_lineage.csv: bundle ICHHVCSCQB01 ""Steam cracker with post-combustion CCS with biomass boiler for heat"". JUDGEMENT: the biomass is the TRAIN's reboiler fuel, not the cracker's, so the cracker half of the bundle is the same generic ICHHVCSCE01 as ICHHVCSCQG01 and the host set is identical. The cement pair ccs_amine (gas CHP) and ccs_amine_coal_chp (coal CHP) are the same case: the train's own fuel does not restrict its hosts",medium
ccs_amine_hvc_biomass,steam_cracker_naphtha,"[CARB3_LINEAGE] comit_technology_lineage.csv: bundle ICHHVCSCQB01 ""Steam cracker with post-combustion CCS with biomass boiler for heat"". JUDGEMENT: the biomass is the TRAIN's reboiler fuel, not the cracker's, so the cracker half of the bundle is the same generic ICHHVCSCE01 as ICHHVCSCQG01 and the host set is identical. The cement pair ccs_amine (gas CHP) and ccs_amine_coal_chp (coal CHP) are the same case: the train's own fuel does not restrict its hosts",medium
ccs_amine_hvc_biomass,steam_cracker_byproduct,"[CARB3_LINEAGE] comit_technology_lineage.csv: bundle ICHHVCSCQB01 ""Steam cracker with post-combustion CCS with biomass boiler for heat"". JUDGEMENT: the biomass is the TRAIN's reboiler fuel, not the cracker's, so the cracker half of the bundle is the same generic ICHHVCSCE01 as ICHHVCSCQG01 and the host set is identical. The cement pair ccs_amine (gas CHP) and ccs_amine_coal_chp (coal CHP) are the same case: the train's own fuel does not restrict its hosts",medium
ccs_amine_ammonia,ammonia_smr_gas,"Carried over from unit.abates_unit_id, which named ammonia_smr_gas before this table replaced the column. Corroborated by comit_technology_lineage.csv: bundle ICHAMMSRQ01 ""Steam reformer with CCS for ammonia production"" pairs with base row ICHAMMSRS01 ""Steam reformer (standard) for ammonia production"", which maps to ammonia_smr_gas. GAP: both units carry a blank process_id in unit.csv, so the same-process leg of V33 (b) is satisfied trivially rather than substantively",high
ccs_amine_dri,dri_midrex_gas,"Carried over from unit.abates_unit_id, which named dri_midrex_gas before this table replaced the column. Corroborated by comit_technology_lineage.csv: bundle IISULCOREDQ01 ""ULCORED direct reduced iron CCS"" pairs with base row IISMIDREX01 ""MIDREX direct reduced iron"", which maps to dri_midrex_gas. GAP: both units carry a blank process_id in unit.csv, so the same-process leg of V33 (b) is satisfied trivially",high
ccs_amine_ironmaking,hisarna_coal,"[CARB3_LINEAGE] comit_technology_lineage.csv: TWO bundle rows collapse to this one unit - IISHISARQ01 ""HISarna blast furnace CCS"" (base IISHISAR01 -> hisarna_coal) and IISTGRBFQ01 ""Top-gas recovery blast furnace with CCS"" (base IISTGRBF01 -> tgr_blast_furnace_coke), so it has two hosts by construction. JUDGEMENT: blast_furnace_coke is NOT a host - no COMIT bundle pairs capture with IISBLAFUR01 ""Blast furnace, standard"", and asserting one would invent a technology the source library does not carry",medium
ccs_amine_ironmaking,tgr_blast_furnace_coke,"[CARB3_LINEAGE] comit_technology_lineage.csv: TWO bundle rows collapse to this one unit - IISHISARQ01 ""HISarna blast furnace CCS"" (base IISHISAR01 -> hisarna_coal) and IISTGRBFQ01 ""Top-gas recovery blast furnace with CCS"" (base IISTGRBF01 -> tgr_blast_furnace_coke), so it has two hosts by construction. JUDGEMENT: blast_furnace_coke is NOT a host - no COMIT bundle pairs capture with IISBLAFUR01 ""Blast furnace, standard"", and asserting one would invent a technology the source library does not carry",medium
