scenario_id,carrier,cluster_id,period,available,capacity_limit,unit_tariff,provenance
published_2026,co2_transport,grangemouth,2035,FALSE,,,"[CCUS_TRACK2_2023] Acorn was selected for Track-2 and remains ""subject to final decisions, due diligence, consenting, subsidy control, affordability and value for money assessments""; [CCUS_COLLECTION_2026] records Track-2 decisions as still to be taken after the 2025 Spending Review. No operational date is published, so no period can be marked available on published evidence - FALSE here is the absence of a published date, not a published forecast of unavailability. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,grangemouth,2040,FALSE,,,"[CCUS_TRACK2_2023] Acorn was selected for Track-2 and remains ""subject to final decisions, due diligence, consenting, subsidy control, affordability and value for money assessments""; [CCUS_COLLECTION_2026] records Track-2 decisions as still to be taken after the 2025 Spending Review. No operational date is published, so no period can be marked available on published evidence - FALSE here is the absence of a published date, not a published forecast of unavailability. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,grangemouth,2045,FALSE,,,"[CCUS_TRACK2_2023] Acorn was selected for Track-2 and remains ""subject to final decisions, due diligence, consenting, subsidy control, affordability and value for money assessments""; [CCUS_COLLECTION_2026] records Track-2 decisions as still to be taken after the 2025 Spending Review. No operational date is published, so no period can be marked available on published evidence - FALSE here is the absence of a published date, not a published forecast of unavailability. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,grangemouth,2050,FALSE,,,"[CCUS_TRACK2_2023] Acorn was selected for Track-2 and remains ""subject to final decisions, due diligence, consenting, subsidy control, affordability and value for money assessments""; [CCUS_COLLECTION_2026] records Track-2 decisions as still to be taken after the 2025 Spending Review. No operational date is published, so no period can be marked available on published evidence - FALSE here is the absence of a published date, not a published forecast of unavailability. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,peterhead,2021,FALSE,,,"[CCUS_TRACK2_2023] as for grangemouth - served by Acorn (Track-2), no published operational date; [CCUS_COLLECTION_2026] Track-2 decisions still to be taken. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,peterhead,2025,FALSE,,,"[CCUS_TRACK2_2023] as for grangemouth - served by Acorn (Track-2), no published operational date; [CCUS_COLLECTION_2026] Track-2 decisions still to be taken. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,peterhead,2030,FALSE,,,"[CCUS_TRACK2_2023] as for grangemouth - served by Acorn (Track-2), no published operational date; [CCUS_COLLECTION_2026] Track-2 decisions still to be taken. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,peterhead,2035,FALSE,,,"[CCUS_TRACK2_2023] as for grangemouth - served by Acorn (Track-2), no published operational date; [CCUS_COLLECTION_2026] Track-2 decisions still to be taken. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,peterhead,2040,FALSE,,,"[CCUS_TRACK2_2023] as for grangemouth - served by Acorn (Track-2), no published operational date; [CCUS_COLLECTION_2026] Track-2 decisions still to be taken. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,peterhead,2045,FALSE,,,"[CCUS_TRACK2_2023] as for grangemouth - served by Acorn (Track-2), no published operational date; [CCUS_COLLECTION_2026] Track-2 decisions still to be taken. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,peterhead,2050,FALSE,,,"[CCUS_TRACK2_2023] as for grangemouth - served by Acorn (Track-2), no published operational date; [CCUS_COLLECTION_2026] Track-2 decisions still to be taken. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,south_wales,2021,FALSE,,,"[CCUS_COLLECTION_2026] Track-1 selected the East Coast Cluster and HyNet; [CCUS_TRACK2_2023] Track-2 selected Acorn and Viking. South Wales is named as a major industrial cluster in [IDS_2021] but has no published CO2 transport and storage timeline. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,south_wales,2025,FALSE,,,"[CCUS_COLLECTION_2026] Track-1 selected the East Coast Cluster and HyNet; [CCUS_TRACK2_2023] Track-2 selected Acorn and Viking. South Wales is named as a major industrial cluster in [IDS_2021] but has no published CO2 transport and storage timeline. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,south_wales,2030,FALSE,,,"[CCUS_COLLECTION_2026] Track-1 selected the East Coast Cluster and HyNet; [CCUS_TRACK2_2023] Track-2 selected Acorn and Viking. South Wales is named as a major industrial cluster in [IDS_2021] but has no published CO2 transport and storage timeline. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,south_wales,2035,FALSE,,,"[CCUS_COLLECTION_2026] Track-1 selected the East Coast Cluster and HyNet; [CCUS_TRACK2_2023] Track-2 selected Acorn and Viking. South Wales is named as a major industrial cluster in [IDS_2021] but has no published CO2 transport and storage timeline. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,south_wales,2040,FALSE,,,"[CCUS_COLLECTION_2026] Track-1 selected the East Coast Cluster and HyNet; [CCUS_TRACK2_2023] Track-2 selected Acorn and Viking. South Wales is named as a major industrial cluster in [IDS_2021] but has no published CO2 transport and storage timeline. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,south_wales,2045,FALSE,,,"[CCUS_COLLECTION_2026] Track-1 selected the East Coast Cluster and HyNet; [CCUS_TRACK2_2023] Track-2 selected Acorn and Viking. South Wales is named as a major industrial cluster in [IDS_2021] but has no published CO2 transport and storage timeline. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,south_wales,2050,FALSE,,,"[CCUS_COLLECTION_2026] Track-1 selected the East Coast Cluster and HyNet; [CCUS_TRACK2_2023] Track-2 selected Acorn and Viking. South Wales is named as a major industrial cluster in [IDS_2021] but has no published CO2 transport and storage timeline. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,southampton,2021,FALSE,,,"[CCUS_COLLECTION_2026] Track-1 selected the East Coast Cluster and HyNet; [CCUS_TRACK2_2023] Track-2 selected Acorn and Viking. Southampton/Solent is named as a major industrial cluster in [IDS_2021] but has no published CO2 transport and storage timeline. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,southampton,2025,FALSE,,,"[CCUS_COLLECTION_2026] Track-1 selected the East Coast Cluster and HyNet; [CCUS_TRACK2_2023] Track-2 selected Acorn and Viking. Southampton/Solent is named as a major industrial cluster in [IDS_2021] but has no published CO2 transport and storage timeline. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,southampton,2030,FALSE,,,"[CCUS_COLLECTION_2026] Track-1 selected the East Coast Cluster and HyNet; [CCUS_TRACK2_2023] Track-2 selected Acorn and Viking. Southampton/Solent is named as a major industrial cluster in [IDS_2021] but has no published CO2 transport and storage timeline. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,southampton,2035,FALSE,,,"[CCUS_COLLECTION_2026] Track-1 selected the East Coast Cluster and HyNet; [CCUS_TRACK2_2023] Track-2 selected Acorn and Viking. Southampton/Solent is named as a major industrial cluster in [IDS_2021] but has no published CO2 transport and storage timeline. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,southampton,2040,FALSE,,,"[CCUS_COLLECTION_2026] Track-1 selected the East Coast Cluster and HyNet; [CCUS_TRACK2_2023] Track-2 selected Acorn and Viking. Southampton/Solent is named as a major industrial cluster in [IDS_2021] but has no published CO2 transport and storage timeline. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,southampton,2045,FALSE,,,"[CCUS_COLLECTION_2026] Track-1 selected the East Coast Cluster and HyNet; [CCUS_TRACK2_2023] Track-2 selected Acorn and Viking. Southampton/Solent is named as a major industrial cluster in [IDS_2021] but has no published CO2 transport and storage timeline. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,southampton,2050,FALSE,,,"[CCUS_COLLECTION_2026] Track-1 selected the East Coast Cluster and HyNet; [CCUS_TRACK2_2023] Track-2 selected Acorn and Viking. Southampton/Solent is named as a major industrial cluster in [IDS_2021] but has no published CO2 transport and storage timeline. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,medway,2021,FALSE,,,"[CCUS_COLLECTION_2026] Track-1 selected the East Coast Cluster and HyNet; [CCUS_TRACK2_2023] Track-2 selected Acorn and Viking. Medway is not in either track and has no published CO2 transport and storage timeline. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,medway,2025,FALSE,,,"[CCUS_COLLECTION_2026] Track-1 selected the East Coast Cluster and HyNet; [CCUS_TRACK2_2023] Track-2 selected Acorn and Viking. Medway is not in either track and has no published CO2 transport and storage timeline. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,medway,2030,FALSE,,,"[CCUS_COLLECTION_2026] Track-1 selected the East Coast Cluster and HyNet; [CCUS_TRACK2_2023] Track-2 selected Acorn and Viking. Medway is not in either track and has no published CO2 transport and storage timeline. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,medway,2035,FALSE,,,"[CCUS_COLLECTION_2026] Track-1 selected the East Coast Cluster and HyNet; [CCUS_TRACK2_2023] Track-2 selected Acorn and Viking. Medway is not in either track and has no published CO2 transport and storage timeline. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,medway,2040,FALSE,,,"[CCUS_COLLECTION_2026] Track-1 selected the East Coast Cluster and HyNet; [CCUS_TRACK2_2023] Track-2 selected Acorn and Viking. Medway is not in either track and has no published CO2 transport and storage timeline. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,medway,2045,FALSE,,,"[CCUS_COLLECTION_2026] Track-1 selected the East Coast Cluster and HyNet; [CCUS_TRACK2_2023] Track-2 selected Acorn and Viking. Medway is not in either track and has no published CO2 transport and storage timeline. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,co2_transport,medway,2050,FALSE,,,"[CCUS_COLLECTION_2026] Track-1 selected the East Coast Cluster and HyNet; [CCUS_TRACK2_2023] Track-2 selected Acorn and Viking. Medway is not in either track and has no published CO2 transport and storage timeline. FALSE records the absence of a published date. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,teesside,2021,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,teesside,2025,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,teesside,2030,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,teesside,2035,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,teesside,2040,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,teesside,2045,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
published_2026,hydrogen,teesside,2050,FALSE,,,"[H2_INFRA_SPPS_2025] ""We intend for the UK's first regional hydrogen network to become operational from 2031"" and ""Government recently confirmed over GBP 500 million support for hydrogen infrastructure"". The statement names no region, so no cluster can be marked available on published evidence and every cluster and period is FALSE. This is the single largest scenario gap - see DONE_carriers.md. unit_tariff blank: no published tariff. Spec 3.7 marks it required; the brief overrides with ""Tariffs blank unless published"""
