unit_id,unit_name,unit_class,spine,duty_family,process_id,fuel_carrier_id,grade_out,grade_in_max,capex,fixed_opex,lifetime,availability_factor,capacity_to_activity_factor,area_per_capacity,emissions_released,min_viable_scale,load_shape_override,is_hybrid,draws_ambient,provenance,confidence,provenance_ref
heat_exchanger_lt_steam,Low-temperature heat from site steam (heat exchanger),converter,service,LTH,,,3,3,0,0,25,0.9,1,,1,,,FALSE,FALSE,comit_reuse,medium,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IFDLTHSTM01 | [COMIT_WB_140] sheet Technologies, technology_code ICHLTHSTM01/IFDLTHSTM01/IOILTHSTM01..."
boiler_spc_gas,"Space-heat boiler, natural gas",converter,service,SPC,,natural_gas,2,,5.6421,0.11284,25,0.9823,1,,1,,,FALSE,FALSE,bref,low,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IOISPCNGA01 | [COMIT_WB_140] sheet Technologies, technology_code ICHSPCNGA01/ICRSPCNGA01/IEESPCNGA01... | [BEIS_IFS2018] Industrial Fuel Switching Market Engagement Study (Element Energy and Jacobs for BEIS, December 2018), section 7.2 technology assumption tables, pp 64-66, row 'Natural gas boiler': capex 166.00 GBP/kW, fixed opex 3.32 GBP/kW/yr, lifetime 25 yr. No price base declared; report dated December 2018, so taken as 2018 money and deflated to 2021 by 95.1126/88.7354 = 1.07187 (COMIT workbook sheet gdp_deflators, 2022 = 100). 1 PJ/yr of capacity = 1e15 J / 31 536 000 s = 31709.8 kW, so 166.00 x 31709.8 x 1e-6 x 1.07187 = 5.6421 GBPm per PJ/yr. Replaces the COMIT value 1.7516 | PROXY within the source: the study has no space-heating row; the gas boiler is its nearest row | grade_out 2 and primary output heat_60_100 (note 22 Task 10, 2026-09-25, note 20 item 24), were 1 and heat_lt60: a fuel-fired space-heating boiler supplies the conventional UK LPHW circuit, [CIBSEJ_RETURN] ""a flow return temperature of 82/71 C"", which is the 60-100 C band the 48 SPC duty rows already cite. The electric and heat-pump SPC units keep grade_out 1: no source places their supply above 60 C"
boiler_spc_hydrogen,"Space-heat boiler, hydrogen",converter,service,SPC,,hydrogen,2,,6.7638,0.13528,20,0.9823,1,,1,,,FALSE,FALSE,bref,low,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IOISPCHDG01 | [COMIT_WB_140] sheet Technologies, technology_code ICHSPCHDG01/ICRSPCHDG01/IEESPCHDG01... | [BEIS_IFS2018] Industrial Fuel Switching Market Engagement Study (Element Energy and Jacobs for BEIS, December 2018), section 7.2 technology assumption tables, pp 64-66, row '100% H2 Fuel Boilers': capex 199.00 GBP/kW, fixed opex 3.98 GBP/kW/yr, lifetime 20 yr. No price base declared; report dated December 2018, so taken as 2018 money and deflated to 2021 by 95.1126/88.7354 = 1.07187 (COMIT workbook sheet gdp_deflators, 2022 = 100). 1 PJ/yr of capacity = 1e15 J / 31 536 000 s = 31709.8 kW, so 199.00 x 31709.8 x 1e-6 x 1.07187 = 6.7638 GBPm per PJ/yr. Replaces the COMIT value 2.1226 | PROXY within the source: the study has no space-heating row; the hydrogen boiler is its nearest row | grade_out 2 and primary output heat_60_100 (note 22 Task 10, 2026-09-25, note 20 item 24), were 1 and heat_lt60: a fuel-fired space-heating boiler supplies the conventional UK LPHW circuit, [CIBSEJ_RETURN] ""a flow return temperature of 82/71 C"", which is the 60-100 C band the 48 SPC duty rows already cite. The electric and heat-pump SPC units keep grade_out 1: no source places their supply above 60 C"
boiler_spc_biomass,"Space-heat boiler, solid biomass",converter,service,SPC,,solid_biomass,2,,17.5042,0.17674,25,0.9123,1,,1,,,FALSE,FALSE,bref,low,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IOISPCBIOS01 | [COMIT_WB_140] sheet Technologies, technology_code ICHSPCBIOS01/ICRSPCBIOS01/IEESPCBIOS01... | [BEIS_IFS2018] Industrial Fuel Switching Market Engagement Study (Element Energy and Jacobs for BEIS, December 2018), section 7.2 technology assumption tables, pp 64-66, row 'Large Biomass Steam Boiler': capex 515.00 GBP/kW, fixed opex 5.20 GBP/kW/yr, lifetime 25 yr. No price base declared; report dated December 2018, so taken as 2018 money and deflated to 2021 by 95.1126/88.7354 = 1.07187 (COMIT workbook sheet gdp_deflators, 2022 = 100). 1 PJ/yr of capacity = 1e15 J / 31 536 000 s = 31709.8 kW, so 515.00 x 31709.8 x 1e-6 x 1.07187 = 17.5042 GBPm per PJ/yr. Replaces the COMIT value 10.3796 | PROXY within the source: the study has no space-heating row; the biomass steam boiler is its nearest row | grade_out 2 and primary output heat_60_100 (note 22 Task 10, 2026-09-25, note 20 item 24), were 1 and heat_lt60: a fuel-fired space-heating boiler supplies the conventional UK LPHW circuit, [CIBSEJ_RETURN] ""a flow return temperature of 82/71 C"", which is the 60-100 C band the 48 SPC duty rows already cite. The electric and heat-pump SPC units keep grade_out 1: no source places their supply above 60 C"
boiler_spc_lpg,"Space-heat boiler, LPG",converter,service,SPC,,lpg,2,,1.7516,0.03503,25,0.9823,1,,1,,,FALSE,FALSE,comit_reuse,medium,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IOISPCLPG01 | [COMIT_WB_140] sheet Technologies, technology_code IEESPCLPG01/IMESPCLPG01/IOISPCLPG01... | grade_out 2 and primary output heat_60_100 (note 22 Task 10, 2026-09-25, note 20 item 24), were 1 and heat_lt60: a fuel-fired space-heating boiler supplies the conventional UK LPHW circuit, [CIBSEJ_RETURN] ""a flow return temperature of 82/71 C"", which is the 60-100 C band the 48 SPC duty rows already cite. The electric and heat-pump SPC units keep grade_out 1: no source places their supply above 60 C"
boiler_spc_coal,"Space-heat boiler, coal",converter,service,SPC,,coal,2,,8.3707,0.6278,25,0.9707,1,,1,,,FALSE,FALSE,comit_reuse,medium,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IOISPCHCO01 | [COMIT_WB_140] sheet Technologies, technology_code IEESPCHCO01/IMESPCHCO01/IOISPCHCO01... | grade_out 2 and primary output heat_60_100 (note 22 Task 10, 2026-09-25, note 20 item 24), were 1 and heat_lt60: a fuel-fired space-heating boiler supplies the conventional UK LPHW circuit, [CIBSEJ_RETURN] ""a flow return temperature of 82/71 C"", which is the 60-100 C band the 48 SPC duty rows already cite. The electric and heat-pump SPC units keep grade_out 1: no source places their supply above 60 C"
resistance_heater_spc,Space-heat electric resistance heater,converter,service,SPC,,electricity,1,,4.0786,0.08157,15,0.9862,1,,1,,,FALSE,FALSE,bref,low,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IOISPCELC01 | [COMIT_WB_140] sheet Technologies, technology_code ICHSPCELC01/ICRSPCELC01/IEESPCELC01... | [BEIS_IFS2018] Industrial Fuel Switching Market Engagement Study (Element Energy and Jacobs for BEIS, December 2018), section 7.2 technology assumption tables, pp 64-66, row 'Electrode Steam Boiler (large)': capex 120.00 GBP/kW, fixed opex 2.40 GBP/kW/yr, lifetime 15 yr. No price base declared; report dated December 2018, so taken as 2018 money and deflated to 2021 by 95.1126/88.7354 = 1.07187 (COMIT workbook sheet gdp_deflators, 2022 = 100). 1 PJ/yr of capacity = 1e15 J / 31 536 000 s = 31709.8 kW, so 120.00 x 31709.8 x 1e-6 x 1.07187 = 4.0786 GBPm per PJ/yr. Replaces the COMIT value 3.7863 | PROXY within the source: the study has no space-heating row; the electrode steam boiler is its nearest row"
heat_pump_spc_air,Space-heat air-source heat pump,converter,service,SPC,,electricity,1,0,15.2949,0.3059,20,0.9808,1,,1,,,FALSE,TRUE,bref,low,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IOISPCELCHP01 | [COMIT_WB_140] sheet Technologies, technology_code ICHSPCELCHP01/ICRSPCELCHP01/IEESPCELCHP01... | [BEIS_IFS2018] Industrial Fuel Switching Market Engagement Study (Element Energy and Jacobs for BEIS, December 2018), section 7.2 technology assumption tables, pp 64-66, row 'CL Heat Pump': capex 450.00 GBP/kW, fixed opex 9.00 GBP/kW/yr, lifetime 20 yr. No price base declared; report dated December 2018, so taken as 2018 money and deflated to 2021 by 95.1126/88.7354 = 1.07187 (COMIT workbook sheet gdp_deflators, 2022 = 100). 1 PJ/yr of capacity = 1e15 J / 31 536 000 s = 31709.8 kW, so 450.00 x 31709.8 x 1e-6 x 1.07187 = 15.2949 GBPm per PJ/yr. Replaces the COMIT value 25.4549 | PROXY within the source: the study has no space-heating row; the closed-loop heat pump is its nearest row"
heat_exchanger_spc_steam,Space heat from site steam (heat exchanger),converter,service,SPC,,,1,3,0,0,25,0.9,1,,1,,,FALSE,FALSE,comit_reuse,medium,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IOISPCSTM01 | [COMIT_WB_140] sheet Technologies, technology_code ICHSPCSTM01/IOISPCSTM01/IPRSPCSTM01..."
furnace_ht_gas,"High-temperature furnace, natural gas",converter,service,HTH,,natural_gas,5,,6.5598,0.1312,25,0.94,1,,1,,,FALSE,FALSE,bref,medium,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IEEHTHNGA01 | [COMIT_WB_140] sheet Technologies, technology_code ICHHTHNGA01/ICRHTHNGA01/IEEHTHNGA01... (n=6 sector copies, capex 4.32-81.74, median taken) | [BEIS_IFS2018] Industrial Fuel Switching Market Engagement Study (Element Energy and Jacobs for BEIS, December 2018), section 7.2 technology assumption tables, pp 64-66, row 'Natural gas fired furnace': capex 193.00 GBP/kW, fixed opex 3.86 GBP/kW/yr, lifetime 25 yr. No price base declared; report dated December 2018, so taken as 2018 money and deflated to 2021 by 95.1126/88.7354 = 1.07187 (COMIT workbook sheet gdp_deflators, 2022 = 100). 1 PJ/yr of capacity = 1e15 J / 31 536 000 s = 31709.8 kW, so 193.00 x 31709.8 x 1e-6 x 1.07187 = 6.5598 GBPm per PJ/yr. Replaces the COMIT value 4.3178"
furnace_ht_hydrogen,"High-temperature furnace, hydrogen",converter,service,HTH,,hydrogen,5,,7.8854,0.15771,20,0.94,1,,1,,,FALSE,FALSE,bref,medium,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IEEHTHHDG01 | [COMIT_WB_140] sheet Technologies, technology_code ICHHTHHDG01/ICRHTHHDG01/IEEHTHHDG01... (n=6 sector copies, capex 5.61-106.26, median taken) | [BEIS_IFS2018] Industrial Fuel Switching Market Engagement Study (Element Energy and Jacobs for BEIS, December 2018), section 7.2 technology assumption tables, pp 64-66, row '100% H2 Fuel Heaters': capex 232.00 GBP/kW, fixed opex 4.64 GBP/kW/yr, lifetime 20 yr. No price base declared; report dated December 2018, so taken as 2018 money and deflated to 2021 by 95.1126/88.7354 = 1.07187 (COMIT workbook sheet gdp_deflators, 2022 = 100). 1 PJ/yr of capacity = 1e15 J / 31 536 000 s = 31709.8 kW, so 232.00 x 31709.8 x 1e-6 x 1.07187 = 7.8854 GBPm per PJ/yr. Replaces the COMIT value 5.6131"
furnace_ht_biomass,"High-temperature furnace, solid biomass",converter,service,HTH,,solid_biomass,5,,2.1243,0.04249,25,0.94,1,,1,,,FALSE,FALSE,bref,medium,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IEEHTHBIOS01 | [COMIT_WB_140] sheet Technologies, technology_code ICRHTHBIOS01/IEEHTHBIOS01/IMEHTHBIOS01... (n=5 sector copies, capex 9.69-183.41, median taken) | [BEIS_IFS2018] Industrial Fuel Switching Market Engagement Study (Element Energy and Jacobs for BEIS, December 2018), section 7.2 technology assumption tables, pp 64-66, row 'Direct Biomass Combustion': capex 62.50 GBP/kW, fixed opex 1.25 GBP/kW/yr, lifetime 25 yr. No price base declared; report dated December 2018, so taken as 2018 money and deflated to 2021 by 95.1126/88.7354 = 1.07187 (COMIT workbook sheet gdp_deflators, 2022 = 100). 1 PJ/yr of capacity = 1e15 J / 31 536 000 s = 31709.8 kW, so 62.50 x 31709.8 x 1e-6 x 1.07187 = 2.1243 GBPm per PJ/yr. Replaces the COMIT value 9.6888"
furnace_ht_lpg,"High-temperature furnace, LPG",converter,service,HTH,,lpg,5,,4.3178,0.10794,25,0.94,1,,1,,,FALSE,FALSE,comit_reuse,medium,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IEEHTHLPG01 | [COMIT_WB_140] sheet Technologies, technology_code IEEHTHLPG01/IMEHTHLPG01/INFHTHLPG01..."
furnace_ht_coal,"High-temperature furnace, coal",converter,service,HTH,,coal,5,,9.6888,0.25429,25,0.94,1,,1,,,FALSE,FALSE,comit_reuse,medium,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IEEHTHHCO01 | [COMIT_WB_140] sheet Technologies, technology_code ICHHTHHCO01/ICRHTHHCO01/IEEHTHHCO01... (n=6 sector copies, capex 9.69-183.41, median taken)"
furnace_ht_elec,High-temperature electric furnace,converter,service,HTH,,electricity,5,,4.0786,0.08157,15,0.94,1,,1,,,FALSE,FALSE,bref,medium,"[COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IEEHTHELC01 | [COMIT_WB_140] sheet Technologies, technology_code ICHHTHELC01/ICRHTHELC01/IEEHTHELC01... (n=6 sector copies, capex 4.93-119.36, median taken) | [BEIS_IFS2018] Industrial Fuel Switching Market Engagement Study (Element Energy and Jacobs for BEIS, December 2018), section 7.2 technology assumption tables, pp 64-66, row 'Electric Process Heater': capex 120.00 GBP/kW, fixed opex 2.40 GBP/kW/yr, lifetime 15 yr. No price base declared; report dated December 2018, so taken as 2018 money and deflated to 2021 by 95.1126/88.7354 = 1.07187 (COMIT workbook sheet gdp_deflators, 2022 = 100). 1 PJ/yr of capacity = 1e15 J / 31 536 000 s = 31709.8 kW, so 120.00 x 31709.8 x 1e-6 x 1.07187 = 4.0786 GBPm per PJ/yr. Replaces the COMIT value 4.9277"
kiln_ht_gas,"High-temperature direct-fired kiln or furnace, natural gas (>1000 C)",converter,service,HTH,,natural_gas,6,,22.6025,0.45205,25,0.94,1,,1,,,FALSE,FALSE,bref,low,"Added decided 2026-09-25 on PR #64 (note 20 item 27): no unit reached heat rank 6. [BEIS_IFS2018] section 7.2 technology assumption tables, pp 65-66, row ""Natural gas fired kiln"": capex 665.00 GBP/kW, fixed opex 13.30 GBP/kW/yr, lifetime 25 yr, 1.18 kWh fuel per kWh thermal. grade_out 6: the same report's Table 5 (section 3.2.1) serves kiln firing (ceramics, non-metallic minerals), non-ferrous melting and steel rolling as ""Direct - High Temperature 240-2,000 C"". 2018 money deflated to 2021 by 95.1126/88.7354 (COMIT gdp_deflators) and 1 PJ/yr = 31709.8 kW, so 665.00 x 31709.8 x 1e-6 x 1.07187 = 22.6025 GBPm per PJ/yr. availability_factor 0.94 is furnace_ht_gas's, [COMIT_WB_140] ICHHTHNGA01: the report gives none. Confidence low: the cost is for a ceramics kiln and is applied to metal reheating and melting"
engine_mot_gas,"Gas reciprocating engine, mechanical drive, natural gas",converter,service,MOT,other_process,natural_gas,,,41.4227,3.56526,15,0.9822,1,,1,,,FALSE,FALSE,bref,low,"Added decided 2026-09-25 on PR #64 (note 20 item 65): the three OTH rows on motive_power sit at gas-only processes and no unit made shaft work from gas. [EPA_CHP_RICE] p2-1: industrial engines serve ""mechanical drive and electric power applications"". Capex: Table 2-4 System 3 (1,121 kW) total plant cost $2,366/kW less the heat recovery ($500) and interconnect/electrical ($100) lines a mechanical drive does not need = $1,766/kW (2013); labour and project costs are left unscaled, so it is high. Fixed opex: Table 2-6 System 3 total O&M $0.019/kWh, all variable, at the table's own 8,000 h/yr = $152/kW/yr. USD to GBP at 1.5644 ([ONS_AUSS] 2013), 2013 to 2021 by 95.1126/82.1933 (COMIT gdp_deflators): 1306.3 GBP/kW and 112.43 GBP/kW/yr, x 31709.8 kW per PJ/yr. Lifetime 15 yr: [BEIS_EGC2016] footnote 56. availability_factor: Table 2-8, 800-9,000 kW engines, 98.22%. process_id other_process keys it to the three rows it was decided for (build/rebuild_eligibility_join.py keeps a keyed unit to its rows)"
heat_pump_ht,High-temperature (steam) heat pump,converter,service,STM,,electricity,3,2,10.1966,0.20393,20,0.9808,1,,1,,,FALSE,FALSE,bref,low,"[CARB3_WE_FOODDRINK] 1.11 unit table; [COMIT_TAXONOMY_140] comit_sector_processes.csv, technology_code IFDSTMHP01 | [COMIT_WB_140] sheet Technologies, technology_code ICHSTMHP01/IFDSTMHP01/IOISTMHP01... | [BEIS_IFS2018] Industrial Fuel Switching Market Engagement Study (Element Energy and Jacobs for BEIS, December 2018), section 7.2 technology assumption tables, pp 64-66, row 'OL Heat Pump (MVR)': capex 300.00 GBP/kW, fixed opex 6.00 GBP/kW/yr, lifetime 20 yr. No price base declared; report dated December 2018, so taken as 2018 money and deflated to 2021 by 95.1126/88.7354 = 1.07187 (COMIT workbook sheet gdp_deflators, 2022 = 100). 1 PJ/yr of capacity = 1e15 J / 31 536 000 s = 31709.8 kW, so 300.00 x 31709.8 x 1e-6 x 1.07187 = 10.1966 GBPm per PJ/yr. Replaces the COMIT value 25.4549 | PROXY within the source: open-loop mechanical vapour recompression, the study's row for raising steam from a lower-grade source"
